	Date	Init.	W.L [cm]	Board	Flow [l/s]	X-Sec.	Weed	Quality	Width [m]	Mean dept. [m]	Max.Dep. [m]	Hyd.Rad. [m]	V/R(2/3)	Mean. Vel. [m/s]	Max. Vel. [m/s]	Flow. Area [m²]	Wet Perim. [m]	Temp.  [C]	Comment
"29"	"02.03.2023 12:56"	"kije"	2995,6	2	4856,6	10	"0"	"Middel"	14,04	0,35	0,56			0,99	1,72	4,93			"stangmåling, p10 udløbbro  gt 0, Afv. 6.6 %, SW 31.16/QRev 4.27 TID=DNT"
"30"	"31.01.2023 09:42"	"kije"	3005,6	2	6972,3	10	"0"	"Over middel"	15,30	0,45	0,70			1,02	1,70	6,86			"gt0, Afv. 4.8 %, SW 31.16/QRev 4.27 TID=DNT"
"31"	"05.01.2023 12:18"	"kije"	3037,1	2	14273,5	10	"0"	"Middel"	16,03	0,75	1,03			1,18	2,00	12,07			"gt1, Afv. 6.9 %, SW 31.16/QRev 4.27 TID=DNT"
"32"	"06.12.2022 12:44"	"kije"	2992,6	2	3465,0	10	"0"	"Under middel"	13,83	0,48	0,74			0,52	1,24	6,63			"vademåling, gt0, p10, Afv. 7.3 %, SW 31.16/QRev 4.27 TID=DNT"
"33"	"08.11.2022 12:52"	"kije"	2996,4	2	4288,7	10	"1"	"Middel"	14,27	0,52	0,78			0,58	1,23	7,41			"gt1, Afv. 5.5 %, SW 31.16/QRev 4.27 TID=DNT"
"34"	"18.10.2022 07:51"	"kije"	2988,1	2	2882,9	10	"1"	"Middel"	14,11	0,44	0,70			0,47	1,17	6,15			"P10, GT1, Afv. 5.5 %, SW 31.16/QRev 4.27 TID=DNT"
"35"	"14.09.2022 12:41"	"kije"	2989,7	2	3163,9	10	"2"	"God"	14,15	0,44	0,70			0,50	1,21	6,29			"gt 2, 6 trans, Afv. 3.9 %, SW 31.16/QRev 4.27 TID=DNT"
"36"	"19.08.2022 10:59"	"kije"	2984,1	2	2100,6	10	"1"	"Under middel"	14,30	0,39	0,63			0,38	1,17	5,59			"gt3, p10, vademåling, Afv. 7.8 %, SW 31.16/QRev 4.27 TID=DNT"
"37"	"21.07.2022 10:45"	"kije"	2983,9	2	1949,2	10	"2"	"Under middel"	12,74	0,39	0,62			0,39	1,15	4,95			"vademåling, gt 2, under bro, Afv. 7.2 %, SW 31.16/QRev 4.27 TID=DNT"
"38"	"08.06.2022 10:38"	"kije"	2994,4	2	3883,1	10	"2"	"Over middel"	14,10	0,34	0,56			0,80	1,54	4,84			"p10, gt2, Afv. 5.2 %, SW 31.16/QRev 4.26 TID=DNT"
"39"	"18.05.2022 13:01"	"kije"	2988,9	2	2766,5	10	"1"	"Over middel"	13,40	0,30	0,50			0,68	1,40	4,07			"udløb bro, gt1, Afv. 4.8 %, SW 31.16/QRev 4.26 TID=DNT"
"40"	"19.04.2022 07:37"	"kije"	2991,9	2	3659,4	10	"0"	"Over middel"	14,94	0,43	0,57			0,57	1,39	6,41			"gt0  p10, Afv. 4.7 %, SW 31.16/QRev 4.26 TID=DNT"
"41"	"29.03.2022 07:25"	"kije"	2992,1	2		0	""	""											"TID=DNT"
"42"	"18.03.2022 09:24"	"kije"	2996,6	2		0	"0"	""											"vp TID=DNT"
"43"	"01.03.2022 13:48"	"kije"	3028,6	2		0	"0"	""											"vp TID=DNT"
"44"	"23.02.2022 10:41"	"kije"	3064,6	2	22150,0	9	"0"	"Ringe"	16,64	1,02	1,35			1,31	2,14	16,97			"stangmåling, gt0, Afv. 9.4 %, SW 31.16/QRev 4.26 meget uroligt vand TID=DNT"
"45"	"16.02.2022 13:10"	"kije"	3010,6	2		0	""	""											"TID=DNT"
"46"	"04.02.2022 12:18"	"kije"	3006,6	2	6339,8	10	"0"	"God"	15,17	0,59	0,74			0,71	1,52	8,90			"p10,gt0, Afv. 4.2 %, SW 31.16/QRev 4.26 TID=DNT"
"47"	"18.01.2022 12:34"	"kije"	3002,1	2		0	""	""											"TID=DNT"
"48"	"05.01.2022 11:34"	"kije"	3021,1	2	9587,6	10	"1"	"God"	15,48	0,74	0,90			0,84	1,61	11,39			", Afv. 3.8 %, SW 31.16/QRev 4.26 TID=DNT"
"49"	"14.12.2021 14:36"	"kije"	3008,6	2	6807,6	10	"1"	"Over middel"	15,43	0,60	0,77			0,73	1,42	9,26			"P10  gt1, Afv. 4.9 %, SW 31.16/QRev 4.26 TID=DNT"
"50"	"19.11.2021 12:28"	"kije"	3000,2	2	4424,7	10	"0"	"God"	15,03	0,52	0,67			0,56	1,35	7,84			"P10, Gt0, Afv. 4.0 %, SW 31.16/QRev 4.26 TID=DNT"
"51"	"18.10.2021 11:06"	"kije"	2997,1	2	3462,6	10	"1"	"Over middel"	14,74	0,48	0,62			0,49	1,25	7,10			"p10  gt1, Afv. 4.6 %, SW 31.16/QRev 4.26 TID=DNT"
"52"	"21.09.2021 10:22"	"kije"	2998,0	2	3132,0	10	"3"	"God"	14,60	0,48	0,62			0,45	1,15	7,03			"P10  GT5, Afv. 4.4 %, SW 31.16/QRev 4.16 TID=DNT"
"53"	"27.08.2021 08:52"	"kije"	3001,8	2	3360,0	10	"3"	"God"	14,71	0,52	0,66			0,44	1,14	7,63			"GT3  p10, 6 trans, Afv. 4.3 %, SW 31.16/QRev 4.16 TID=DNT"
"54"	"24.08.2021 13:38"	"kije"	3001,9	2		0	""	""											"kemi TID=DNT"
"55"	"10.08.2021 11:18"	"kije"	3007,9	2	3919,0	10	"5"	"Over middel"	14,97	0,58	0,72			0,46	1,10	8,61			"P10   gt 5, Afv. 4.7 %, SW 31.16/QRev 4.16 TID=DNT"
"56"	"06.08.2021 11:26"	"kije"	2996,6	2		0	"6"	""											"kemi TID=DNT"
"57"	"28.06.2021 12:22"	"kije"	2990,1	2	2117,0	10	"5"	"Over middel"	14,51	0,41	0,55			0,36	1,06	5,91			"gt5  p10, Afv. 5.2 %, SW 31.16/QRev 4.16 TID=DNT"
"58"	"02.06.2021 07:44"	"kije"	2999,1	2	4807,0	10	"1"	"God"	14,90	0,50	0,66			0,64	1,32	7,48			"P10, GT1, Afv. 4.2 %, SW 31.16/QRev 4.16 TID=DNT"
"59"	"04.05.2021 09:10"	"kije"	2990,9	2	3384,0	10	"1"	"God"	14,37	0,42	0,56			0,56	1,32	6,06			"P10, gt1, 6 trans, Afv. 4.3 %, SW 31.16/QRev 4.16 TID=DNT"
"60"	"07.04.2021 12:08"	"kije"	2990,9	2	3412,0	10	"0"	"God"	14,60	0,43	0,58			0,55	1,36	6,21			"gt 0, p10, Afv. 3.9 %, SW 31.16/QRev 4.16 TID=DNT"
"61"	"16.03.2021 15:20"	"kije"	3011,5	2		0	"0"	""											"vandprøve TID=DNT"
"62"	"09.03.2021 13:21"	"kije"	2990,1	2	3525,0	10	"0"	"God"	14,67	0,41	0,57			0,58	1,35	6,05			"gt0  p10, 6 trans, Afv. 3.9 %, SW 31.16/QRev 4.16 TID=DNT"
"63"	"15.02.2021 11:42"	"kije"	2988,8	2		0	"0"	""											"vandrrøve øko TID=DNT"
"64"	"03.02.2021 09:38"	"kije"	2994,6	2	4304,0	10	"0"	"Over middel"	14,86	0,46	0,62			0,63	1,48	6,80			"P10  gt 0  S2, 6 trans, Afv. 5.0 %, SW 31.16/QRev 4.16 TID=DNT"
"65"	"26.01.2021 13:41"	"kije"	3011,1	2		0	"0"	""											"vandprøver TID=DNT"
"66"	"15.01.2021 10:26"	"Nis"	3013,5	2	9616,5	7	"1"	"Over middel"	15,41	0,55	0,79			1,13	1,92	8,48			"Afv. 4.6 %, SW 31.16/3.43 TID=DNT"
"67"	"11.12.2020 12:06"	"kije"	2990,9	2	3349,0	10	"1"	"Over middel"	14,57	0,42	0,57			0,55	1,35	6,14			"p10  gt1, Afv. 5.4 %, SW 31.16/QRev 4.16 TID=DNT"
"68"	"23.11.2020 08:52"	"kije"	2994,6	2	4493,0	10	"1"	"Over middel"	15,26	0,45	0,62			0,65	1,45	6,90			"p10  gt1, Afv. 5.0 %, SW 31.16/QRev 4.16 TID=DNT"
"69"	"27.10.2020 09:52"	"kije"	2989,9	2		0	""	""											"TID=DNT"
"70"	"16.10.2020 08:35"	"kije"	2986,6	2	2693,0	10	"1"	"Middel"	14,52	0,38	0,52			0,49	1,29	5,48			"p10 gt1, Afv. 5.5 %, SW 31.16/QRev 4.16 TID=DNT"
"71"	"02.10.2020 08:54"	"kije"	2986,4	2		0	""	""											"kemi TID=DNT"
"72"	"02.09.2020 10:52"	"kije"	2991,9	2	3741,0	10	"1"	"Under middel"	14,73	0,43	0,58			0,59	1,43	6,38			"gt1  p10, Afv. 7.1 %, SW 31.16/QRev 4.16 TID=DNT"
"73"	"30.07.2020 11:52"	"kije"	2985,6	2	2984,0	10	"1"	"Middel"	14,75	0,38	0,53			0,53	1,33	5,67			"p10  gt1, Afv. 5.5 %, SW 31.16/QRev 4.15 TID=DNT"
"74"	"06.07.2020 10:00"	"kije"	2988,0	2	3131,2	10	"1"	"Middel"	14,59	0,41	0,58			0,52	1,37	5,97			"P10- gt 1 s2, Afv. 5.9* %, SW 31.16/3.43 TID=DNT"
"75"	"10.06.2020 12:02"	"kije"	2991,3	2	3415,3	10	"1"	"Middel"	14,72	0,43	0,58			0,54	1,32	6,37			"p10 gt 1, s2, Afv. 6.3* %, SW 31.16/3.43 TID=DNT"
"76"	"12.05.2020 12:54"	"kije"	2987,9	2	3233,0	10	"0"	"Middel"	14,86	0,41	0,57			0,53	1,32	6,14			"gt0, p10, s2, 6 trans, Afv. 6.6* %, SW 31.16/3.43 TID=DNT"
"77"	"21.04.2020 10:02"	"kije"	2989,4	2	3515,3	10	"0"	"Over middel"	14,53	0,43	0,58			0,56	1,38	6,25			"p10  gt 0  opspænding, Afv. 5.0* %, SW 31.16/3.43 TID=DNT"
"78"	"01.04.2020 10:19"	"kije"	2994,6	2	4765,4	10	"0"	"God"	14,49	0,48	0,63			0,68	1,54	7,02			"p10  gt0, Afv. 4.4* %, SW 31.16/3.43 TID=DNT"
"79"	"05.03.2020 09:48"	"kije"	3032,1	2	14773,3	10	"0"	"Under middel"	16,68	0,81	1,05			1,09	1,99	13,51		4,50	"gt0  +/- 1cm bølger, Afv. 7.1 %, SW 31.16/3.43 TID=DNT"
"80"	"04.02.2020 12:50"	"kije"	3012,1	2	9012,0	10	"0"	"Middel"	15,40	0,66	0,84			0,88		10,20		5,00	"tider i UTC"
"81"	"22.01.2020 11:16"	"kije"	3008,6	2		0	""	""										5,50	"vandprøver"
"82"	"15.01.2020 10:12"	"kije"	3019,9	2	10594,0	10	"1"	"Middel"	15,70	0,72	0,90			0,93		11,30			"qrev 5,9% middel  tider i UTC"
"83"	"08.01.2020 08:24"	"kije"	2999,6	2		0	""	""										6,20	"Vandprøver  tider i UTC"
"84"	"06.12.2019 08:52"	"kije"	3004,9	2		0	""	""										6,40	"vandprøver  tid i UTC"
"85"	"04.12.2019 14:13"	"kije"	3005,6	2	6688,0	10	"0"	"Middel"	14,90	0,58	0,75			0,77		8,70			"qrev  5,2%    tider i UTC"
"86"	"19.11.2019 11:40"	"kije"	3011,6	2		0	""	""										7,30	"vandprøver  tider i UTC"
"87"	"07.11.2019 09:40"	"kije"	3016,6	2	8249,0	10	"1"	"Middel"	15,50	0,68	0,86			0,78		10,50		6,60	"qrev 5,2% Middel. Skalaaflæsninger bølger. Variation kan være +/- 0,5 cm"
"88"	"27.09.2019 08:58"	"kije"	3002,1	2	3705,0	10	"3"	"Over middel"	14,90	0,53	0,68			0,47		7,90		13,10	"4,2 over middel jf Qrev utc tider"
"89"	"03.09.2019 12:17"	"kije"	2999,3	2	2249,0	10	"3"	"Over middel"	14,50	0,48	0,64			0,32		7,00			"4,9% qrev. Logger sensor hovede sænket 2,7cm og rekalibreret"
"90"	"30.08.2019 06:49"	"kije"	2999,5	2		0	""	""										16,70	"vandprøve  tid UTC"
"91"	"24.07.2019 08:54"	"kije"	2995,8	2	2060,0	10	"3"	"Middel"	13,20	0,39	0,54			0,40		5,10		17,50	"6,5 % qrev. Fjernet grøde ø omkring logger kl 1010"
"92"	"02.07.2019 05:43"	"kije"	2995,1	2	2524,0	0	""	"Over middel"	13,40	0,38	0,52			0,50		5,10			"4,2% qrev  tider i utc"
"93"	"04.06.2019 06:44"	"kije"	2996,0	2	2581,0	10	"1"	"Over middel"	13,20	0,39	0,53			0,50		5,20		15,20	"3,8% qrev"
"94"	"14.05.2019 08:30"	"kije"	2994,1	2	2558,0	10	"0"	"Middel"	13,50	0,36	0,52			0,52	1,58	4,90		10,90	"fjernet ydeerlige sten omkring logger/skala  før 8:30 utc"
"95"	"01.05.2019 10:38"	"kije"	2995,1	2		0	"0"	""										13,40	"vandprøve"
"96"	"05.04.2019 06:30"	"kije"	2997,1	2	4359,0	9	"0"	"Middel"	14,50	0,38	0,56			0,79	2,10	5,50		5,90	"Fjernet sten omkring skala giver en ændring i skalaaflæsning se foto"
"97"	"02.04.2019 12:03"	"kije"	2998,1	2		0	"0"	""										8,30	"vandprøve"
"98"	"22.03.2019 09:35"	"kije"	3022,6	2		0	"0"	""										7,80	"vandprøve"
"99"	"05.03.2019 08:24"	"kije"	3006,1	2	6945,0	9	"0"	"Over middel"	15,30	0,46	0,64			0,98	2,13	7,10		6,60	""
"100"	"19.02.2019 07:39"	"kije"	3003,6	2		0	"0"	""										5,80	"vandprøve"
"101"	"08.02.2019 07:32"	"kije"	3010,6	2	7543,0	9	"0"	"Over middel"	15,00	0,49	0,68			1,02	2,22	7,40		4,20	"user 4.0 %. Afvigelse=1.2%. Q7547 Qrev 7543. A1"
"102"	"14.01.2019 13:15"	"kije"	2999,7	2		0	""	""										4,10	"vandprøve"
"103"	"07.01.2019 11:04"	"kije"	2993,2	2	3880,0	10	"0"	"Under middel"	14,80	0,34	0,52			0,76	2,28	5,10		5,20	"Afvigelse=3.1%. User 7,8%"
