error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.03,0.14070264995098114,0.2647295892238617,141.31436774537062,199.17439813918793,100.22543819295468,145.25083026323162,0.6497018077224608,0.3041233187520188,0.6497018077224608,0.3041233187520188
