error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.01,0.1280248910188675,0.2122488170862198,146.52498347585333,163.5983325929458,102.90437699337042,116.37798568319104,0.6233927999079817,0.5305136147529912,0.6233927999079817,0.5305136147529912
