error_frequency,error_rmse,error_mae,error_r2,error_nse,error_val_loss,clean_rmse,clean_mae,clean_r2,clean_nse,clean_val_loss,rmse_pct_increase,mae_pct_increase,nse_pct_decrease
0.01,210.10955378446087,166.16460265731118,0.22561513292686886,0.22561513292686886,0.2717507481575012,151.64890784763787,108.14902510710752,0.5965926279428433,0.5965926279428433,0.13500070571899414,38.54999469930808,53.64410589253744,62.182715246611465
