error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.1,0.13436615467071533,0.2698171138763428,136.54252948812155,214.4481338272236,97.81146791663107,158.84705911813538,0.6729597963076078,0.1933041938831248,0.6729597963076078,0.1933041938831248
