error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.05,0.13657769560813904,0.26871415972709656,132.42399522381686,205.04397882089307,94.12878005290075,151.17687896169167,0.692391289356958,0.26250463056504525,0.692391289356958,0.26250463056504525
