error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.001,0.13406898081302643,0.21245954930782318,156.97454243000274,175.92455531548225,112.84447182156784,127.6744993094842,0.5677612404641776,0.45710207662391455,0.5677612404641776,0.45710207662391455
