error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.001,0.01437239907681942,0.022136026993393898,48.861093041558725,58.891515428766404,31.089369988814944,37.744803474613875,0.9581214522699412,0.9391625900365721,0.9581214522699412,0.9391625900365721
