error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.1,0.14258167147636414,0.27203264832496643,141.59276602700464,224.4313470973918,101.25481957281005,166.1986867274439,0.6483202287786741,0.11644764448763434,0.6483202287786741,0.11644764448763434
