error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.15,0.12930935621261597,0.2698604464530945,137.51258375308998,217.60461519200362,98.61280238618835,160.00048238667418,0.6682964335992854,0.16938176572438113,0.6682964335992854,0.16938176572438113
