error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.15,0.12818656861782074,0.26750731468200684,142.64708279777244,220.29796745771233,102.73933168272285,160.7092124317774,0.6430634302228255,0.14869293615432877,0.6430634302228255,0.14869293615432877
