error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.04,0.14210915565490723,0.2696889340877533,143.32109649171102,198.37912386571335,98.8069525731891,144.8769282575861,0.6396823794927262,0.3096692923208445,0.6396823794927262,0.3096692923208445
