error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.05,0.14357247948646545,0.2783108353614807,137.45486012794547,201.1623880292094,98.91695056581759,146.68731520286238,0.6685748534080027,0.29016269166597686,0.6685748534080027,0.29016269166597686
