error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.0,0.12584806978702545,0.14151597023010254,147.21674219308042,136.916268506655,104.64077801105103,97.6227158999834,0.6198284072605771,0.6711670220900393,0.6198284072605771,0.6711670220900393
