error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.02,0.13517625629901886,0.24786216020584106,129.9351922172242,190.695806350438,93.23338162799133,138.59661153053327,0.7038451542637704,0.36210743316675853,0.7038451542637704,0.36210743316675853
