error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.001,0.01721169985830784,0.017539307475090027,54.53897766531321,47.69981571202965,39.63437462690316,36.880161523784224,0.9478229835172362,0.9600884440667898,0.9478229835172362,0.9600884440667898
