error_frequency,clean_val_loss,error_val_loss,clean_rmse,error_rmse,clean_mae,error_mae,clean_r2,error_r2,clean_nse,error_nse
0.1,0.033247996121644974,0.009231384843587875,85.2592105696628,356.3775722614828,56.932042173896335,239.59635623222044,0.8724889356644645,-1.2278502045697395,0.8724889356644645,-1.2278502045697395
