,actual,corrected,anomaly,predicted
2024-03-17 01:00:00,469.93,526.0323346938776,False,526.0323346938776
2024-03-17 01:15:00,469.6,526.023036734694,False,526.023036734694
2024-03-17 01:30:00,468.77,526.0137387755102,False,526.0137387755102
2024-03-17 01:45:00,466.63,526.0044408163266,False,526.0044408163266
2024-03-17 02:00:00,467.07,525.9951428571428,False,525.9951428571428
2024-03-17 02:15:00,466.19,525.9858448979592,False,525.9858448979592
2024-03-17 02:30:00,468.23,525.9765469387755,False,525.9765469387755
2024-03-17 02:45:00,466.43,525.9672489795919,False,525.9672489795919
2024-03-17 03:00:00,464.56,525.9579510204082,False,525.9579510204082
2024-03-17 03:15:00,465.92,525.9486530612246,False,525.9486530612246
2024-03-17 03:30:00,465.85,525.9393551020408,False,525.9393551020408
2024-03-17 03:45:00,467.25,525.9300571428572,False,525.9300571428572
2024-03-17 04:00:00,464.32,525.9207591836735,False,525.9207591836735
2024-03-17 04:15:00,464.95,525.9114612244898,False,525.9114612244898
2024-03-17 04:30:00,464.43,525.9021632653062,False,525.9021632653062
2024-03-17 04:45:00,463.91,525.8928653061224,False,525.8928653061224
2024-03-17 05:00:00,464.77,525.8835673469388,False,525.8835673469388
2024-03-17 05:15:00,463.47,525.8742693877551,False,525.8742693877551
2024-03-17 05:30:00,463.11,525.8649714285714,False,525.8649714285714
2024-03-17 05:45:00,462.93,525.8556734693877,False,525.8556734693877
2024-03-17 06:00:00,465.06,525.846375510204,False,525.846375510204
2024-03-17 06:15:00,462.73,525.8370775510203,False,525.8370775510203
2024-03-17 06:30:00,464.79,525.8277795918367,False,525.8277795918367
2024-03-17 06:45:00,462.17,525.8184816326531,False,525.8184816326531
2024-03-17 07:00:00,461.67,525.8091836734693,False,525.8091836734693
2024-03-17 07:15:00,463.56,525.7998857142857,False,525.7998857142857
2024-03-17 07:30:00,462.21,525.790587755102,False,525.790587755102
2024-03-17 07:45:00,462.52,525.7812897959184,False,525.7812897959184
2024-03-17 08:00:00,458.25,525.7719918367347,False,525.7719918367347
2024-03-17 08:15:00,460.86,525.7626938775511,False,525.7626938775511
2024-03-17 08:30:00,460.86,525.7533959183673,False,525.7533959183673
2024-03-17 08:45:00,459.33,525.7440979591837,False,525.7440979591837
2024-03-17 09:00:00,461.02,525.7348,False,525.7348
2024-03-17 09:15:00,461.96,525.7255020408163,False,525.7255020408163
2024-03-17 09:30:00,459.58,525.7162040816327,False,525.7162040816327
2024-03-17 09:45:00,462.39,525.706906122449,False,525.706906122449
2024-03-17 10:00:00,459.69,525.6976081632654,False,525.6976081632654
2024-03-17 10:15:00,458.49,525.6883102040817,False,525.6883102040817
2024-03-17 10:30:00,459.01,525.679012244898,False,525.679012244898
2024-03-17 10:45:00,455.03,525.6697142857143,False,525.6697142857143
2024-03-17 11:00:00,459.7,525.6604163265306,False,525.6604163265306
2024-03-17 11:15:00,456.19,525.651118367347,False,525.651118367347
2024-03-17 11:30:00,458.97,525.6418204081633,False,525.6418204081633
2024-03-17 11:45:00,459.68,525.6325224489796,False,525.6325224489796
2024-03-17 12:00:00,457.97,525.6232244897959,False,525.6232244897959
2024-03-17 12:15:00,459.32,525.6139265306122,False,525.6139265306122
2024-03-17 12:30:00,457.06,525.6046285714285,False,525.6046285714285
2024-03-17 12:45:00,457.77,525.5953306122448,False,525.5953306122448
2024-03-17 13:00:00,457.89,525.5860326530611,False,525.5860326530611
2024-03-17 13:15:00,458.01,525.5767346938775,False,525.5767346938775
2024-03-17 13:30:00,459.35,525.5674367346938,False,525.5674367346938
2024-03-17 13:45:00,458.3,525.5581387755102,False,525.5581387755102
2024-03-17 14:00:00,458.28,525.5488408163264,False,525.5488408163264
2024-03-17 14:15:00,457.6,525.5395230267228,False,525.5395230267228
2024-03-17 14:30:00,455.34,525.5301123635544,False,525.5301123635544
2024-03-17 14:45:00,458.46,525.5206085192765,False,525.5206085192765
2024-03-17 15:00:00,460.34,525.5109921376456,False,525.5109921376456
2024-03-17 15:15:00,459.26,525.5019341460094,False,525.5019341460094
2024-03-17 15:30:00,458.55,525.4929239279245,True,525.4929239279245
2024-03-17 15:45:00,458.07,525.4838355544441,True,525.4838355544441
2024-03-17 16:00:00,458.8,525.4746841846726,True,525.4746841846726
2024-03-17 16:15:00,157.8,525.4654884977924,True,525.4654884977924
2024-03-17 16:30:00,157.8,525.4562616356529,True,525.4562616356529
2024-03-17 16:45:00,457.62,525.4470128442731,True,525.4470128442731
2024-03-17 17:00:00,452.86,525.4377486287336,True,525.4377486287336
2024-03-17 17:15:00,457.58,525.4284735657081,True,525.4284735657081
2024-03-17 17:30:00,455.65,525.4191908751264,False,525.4191908751264
2024-03-17 17:45:00,456.62,525.4099015084341,False,525.4099015084341
2024-03-17 18:00:00,456.18,525.4005967045147,False,525.4005967045147
2024-03-17 18:15:00,454.0,525.3911912996799,False,525.3911912996799
2024-03-17 18:30:00,456.32,525.3823564488536,False,525.3823564488536
2024-03-17 18:45:00,456.54,525.3723783260428,False,525.3723783260428
2024-03-17 19:00:00,453.7,525.3628816326529,False,525.3628816326529
2024-03-17 19:15:00,456.19,525.3535836734693,False,525.3535836734693
2024-03-17 19:30:00,453.85,525.3442857142855,False,525.3442857142855
