,actual,corrected,anomaly,predicted
2024-01-01 00:00:00,1290.48,1047.6556782845314,True,1047.6556782845314
2024-01-01 00:15:00,1292.44,1049.8657619941994,True,1049.8657619941994
2024-01-01 00:30:00,1293.26,1051.3090672280073,True,1051.3090672280073
2024-01-01 00:45:00,1288.78,1052.5694516417223,True,1052.5694516417223
2024-01-01 01:00:00,1290.67,1058.6637414893544,True,1058.6637414893544
2024-01-01 01:15:00,1288.03,1069.0674983608624,True,1069.0674983608624
2024-01-01 01:30:00,1281.05,1083.143488255135,True,1083.143488255135
2024-01-01 01:45:00,1288.41,1100.1268441766972,True,1100.1268441766972
2024-01-01 02:00:00,1285.37,1115.5425768285122,True,1115.5425768285122
2024-01-01 02:15:00,1286.12,1129.063984737862,True,1129.063984737862
2024-01-01 02:30:00,1284.44,1140.6094428719498,True,1140.6094428719498
2024-01-01 02:45:00,1280.21,1150.1660548587208,True,1150.1660548587208
2024-01-01 03:00:00,1279.14,1157.834308533167,True,1157.834308533167
2024-01-01 03:15:00,1273.38,1163.695083639917,True,1163.695083639917
2024-01-01 03:30:00,1277.24,1167.978013614145,True,1167.978013614145
2024-01-01 03:45:00,1280.09,1170.8735347509983,True,1170.8735347509983
2024-01-01 04:00:00,1274.4,1172.5706959925637,True,1172.5706959925637
2024-01-01 04:15:00,1273.32,1173.4125342717884,True,1173.4125342717884
2024-01-01 04:30:00,1273.73,1173.548225591526,True,1173.548225591526
2024-01-01 04:45:00,1278.52,1173.2486185208365,True,1173.2486185208365
2024-01-01 05:00:00,1272.73,1172.7035148656626,True,1172.7035148656626
2024-01-01 05:15:00,1272.44,1172.068795954909,True,1172.068795954909
2024-01-01 05:30:00,1268.47,1171.4882725408845,True,1171.4882725408845
2024-01-01 05:45:00,1270.05,1171.0297969598328,True,1171.0297969598328
2024-01-01 06:00:00,1268.86,1170.6742851287545,True,1170.6742851287545
2024-01-01 06:15:00,1262.13,1170.391783911281,True,1170.391783911281
2024-01-01 06:30:00,1267.26,1170.5930088091577,True,1170.5930088091577
2024-01-01 06:45:00,1267.29,1171.0035300291295,True,1171.0035300291295
2024-01-01 07:00:00,1265.22,1171.643364675678,True,1171.643364675678
2024-01-01 07:15:00,1262.53,1172.4431131548506,True,1172.4431131548506
2024-01-01 07:30:00,1262.0,1174.9534771050721,True,1174.9534771050721
2024-01-01 07:45:00,1256.26,1177.7723160910077,True,1177.7723160910077
2024-01-01 08:00:00,1260.56,1180.84461604801,True,1180.84461604801
2024-01-01 08:15:00,1257.27,1184.0093314695441,True,1184.0093314695441
2024-01-01 08:30:00,1255.53,1185.8766119047623,True,1185.8766119047623
2024-01-01 08:45:00,1256.49,1185.4667514007278,True,1185.4667514007278
2024-01-01 09:00:00,1256.83,1183.851518637103,True,1183.851518637103
2024-01-01 09:15:00,1252.42,1181.2565649067556,True,1181.2565649067556
2024-01-01 09:30:00,1250.67,1177.6371977629146,True,1177.6371977629146
2024-01-01 09:45:00,1253.37,1174.486387482436,True,1174.486387482436
2024-01-01 10:00:00,1247.07,1171.399663578766,True,1171.399663578766
2024-01-01 10:15:00,1237.71,1168.3948878391352,True,1168.3948878391352
2024-01-01 10:30:00,1247.67,1165.8936951582934,True,1165.8936951582934
2024-01-01 10:45:00,1246.49,1164.2271715902434,True,1164.2271715902434
2024-01-01 11:00:00,1237.77,1163.283157980117,True,1163.283157980117
2024-01-01 11:15:00,1244.63,1162.9696166744695,True,1162.9696166744695
2024-01-01 11:30:00,1241.51,1163.3340612044137,True,1163.3340612044137
2024-01-01 11:45:00,1240.67,1163.857291097465,True,1163.857291097465
2024-01-01 12:00:00,1238.46,1164.4462725904395,True,1164.4462725904395
2024-01-01 12:15:00,1237.22,1165.060231406001,True,1165.060231406001
2024-01-01 12:30:00,1238.2,1167.000302285104,True,1167.000302285104
2024-01-01 12:45:00,1232.83,1169.4102892912024,True,1169.4102892912024
2024-01-01 13:00:00,1233.48,1172.2223822204535,True,1172.2223822204535
2024-01-01 13:15:00,1231.74,1175.2573441711363,True,1175.2573441711363
2024-01-01 13:30:00,1231.76,1178.1373695691186,True,1178.1373695691186
2024-01-01 13:45:00,1228.11,1179.6330838209049,True,1179.6330838209049
2024-01-01 14:00:00,1228.1,1180.4452111619762,True,1180.4452111619762
2024-01-01 14:15:00,1225.9,1180.7125639655278,True,1180.7125639655278
2024-01-01 14:30:00,1223.57,1180.04377757983,True,1180.04377757983
2024-01-01 14:45:00,1222.9,1179.1206371991739,True,1179.1206371991739
2024-01-01 15:00:00,1222.83,1177.9067327564123,True,1177.9067327564123
2024-01-01 15:15:00,1223.92,1176.4581882629145,True,1176.4581882629145
2024-01-01 15:30:00,1223.11,1175.5310066095553,True,1175.5310066095553
2024-01-01 15:45:00,1218.39,1175.375352313874,True,1175.375352313874
2024-01-01 16:00:00,1216.16,1175.6883391186984,True,1175.6883391186984
2024-01-01 16:15:00,1217.34,1176.3527716871013,True,1176.3527716871013
2024-01-01 16:30:00,1213.94,1177.686005652671,True,1177.686005652671
2024-01-01 16:45:00,1215.62,1178.7412009889104,True,1178.7412009889104
2024-01-01 17:00:00,1213.4,1179.781782691657,True,1179.781782691657
2024-01-01 17:15:00,1213.98,1180.7532368085376,True,1180.7532368085376
2024-01-01 17:30:00,1211.43,1181.316618645116,True,1181.316618645116
2024-01-01 17:45:00,1210.24,1181.0772494584076,True,1181.0772494584076
2024-01-01 18:00:00,1203.68,1180.1666505774983,True,1180.1666505774983
2024-01-01 18:15:00,1202.69,1178.6577005012819,True,1178.6577005012819
